cve_ent,cve_mun,cve_loc,nom_loc
15,2,15,Tepexpan
15,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,2,9999,Localidad no especificada
15,3,0,Aculco
15,3,1,Aculco de Espinoza
15,3,20,San Jerónimo Barrio
15,3,41,Gunyo Poniente
15,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,4,0,Almoloya de Alquisiras
15,4,1,Almoloya de Alquisiras
15,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,5,0,Almoloya de Juárez
15,5,1,Villa de Almoloya de Juárez
15,5,12,El Estanco
15,5,32,San Francisco Tlalcilalcalpan
15,5,34,San Mateo Tlalchichilpan
15,5,143,Conjunto Habitacional Ecológico SUTEYM
15,5,165,Fraccionamiento Colinas del Sol
15,5,169,Colinas de San Francisco [Fraccionamiento]
15,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,5,9999,Localidad no especificada
15,6,0,Almoloya del Río
15,6,1,Almoloya del Río
15,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,7,0,Amanalco
15,7,1,Amanalco de Becerra
15,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,8,0,Amatepec
15,8,1,Amatepec
15,8,34,Salitre de López
15,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,8,9999,Localidad no especificada
15,9,0,Amecameca
15,9,1,Amecameca de Juárez
15,9,4,San Diego Huehuecalco
15,9,5,San Francisco Zentlalpan
15,9,6,San Pedro Nexapa
15,9,7,Santa Isabel Chalma
15,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,9,9999,Localidad no especificada
15,10,0,Apaxco
15,10,1,Apaxco de Ocampo
15,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,11,0,Atenco
15,11,1,San Salvador Atenco
15,11,2,San Cristóbal Nexquipayac
15,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,12,0,Atizapán
15,12,1,Santa Cruz Atizapán
15,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,13,0,Atizapán de Zaragoza
15,13,1,Ciudad López Mateos
15,13,9999,Localidad no especificada
15,14,0,Atlacomulco
15,14,1,Atlacomulco de Fabela
15,14,12,Chosto de los Jarros
15,14,32,El Rincón de la Candelaria
15,14,35,San Antonio Enchisi
15,14,47,San Juan de los Jarros
15,14,48,San Lorenzo Tlacotepec
15,14,49,San Luis Boro
15,14,53,Santa Cruz Bombatevi
15,14,54,Santiago Acutzilapan
15,14,84,Bombatevi Ejido (Ejido Santa Cruz Bombatevi)
15,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,14,9999,Localidad no especificada
15,15,0,Atlautla
15,15,1,Atlautla de Victoria
15,15,6,San Juan Tehuixtitlán
15,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,15,9999,Localidad no especificada
15,16,0,Axapusco
15,16,1,Axapusco
15,16,6,Jaltepec
15,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,17,0,Ayapango
15,17,1,Ayapango de Gabriel Ramos M.
15,18,0,Calimaya
15,18,1,Calimaya de Díaz González
15,18,3,San Andrés Ocotlán
15,18,4,San Bartolito Tlaltelolco
15,18,5,San Diego la Huerta
15,18,6,San Lorenzo Cuauhtenco
15,18,8,Santa María Nativitas
15,18,10,Zaragoza de Guadalupe
15,18,11,Villas del Campo
15,18,34,Barrio los Ángeles
15,18,36,Fraccionamiento Valle del Nevado
15,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,19,0,Capulhuac
15,19,1,Capulhuac de Mirafuentes
15,19,4,San Miguel Almaya
15,19,5,San Nicolás Tlazala
15,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,19,9999,Localidad no especificada
15,20,0,Coacalco de Berriozábal
15,20,1,San Francisco Coacalco
15,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,20,9999,Localidad no especificada
15,21,0,Coatepec Harinas
15,21,1,Coatepec Harinas
15,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,22,0,Cocotitlán
15,22,1,Cocotitlán
15,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,23,0,Coyotepec
15,23,1,Coyotepec
15,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,23,9999,Localidad no especificada
15,24,0,Cuautitlán
15,24,1,Cuautitlán
15,24,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,24,9999,Localidad no especificada
15,25,0,Chalco
15,25,1,Chalco de Díaz Covarrubias
15,25,12,San Lucas Amalinalco
15,25,13,San Marcos Huixtoco
15,25,14,San Martín Cuautlalpan
15,25,19,San Pablo Atlazalpan
15,25,20,Santa Catarina Ayotzingo
15,25,145,Los Álamos [Conjunto Urbano]
15,25,146,Pueblo Nuevo [Conjunto Urbano]
15,25,149,Los Héroes Chalco [Conjunto Urbano]
15,25,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,25,9999,Localidad no especificada
15,26,0,Chapa de Mota
15,26,1,Chapa de Mota
15,26,20,San Felipe Coamango
15,26,23,San Juan Tuxtepec
15,26,26,Tenjay
15,26,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,27,0,Chapultepec
15,27,1,Chapultepec
15,27,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,28,0,Chiautla
15,28,1,Chiautla
15,28,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,29,0,Chicoloapan
15,29,1,Chicoloapan de Juárez
15,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,29,9999,Localidad no especificada
15,30,0,Chiconcuac
15,30,1,Chiconcuac de Juárez
15,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,31,0,Chimalhuacán
15,31,1,Chimalhuacán
15,31,57,Xochiaca Parte Alta
15,31,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,31,9999,Localidad no especificada
15,32,0,Donato Guerra
15,32,1,Villa Donato Guerra
15,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,33,0,Ecatepec de Morelos
15,33,1,Ecatepec de Morelos
15,33,207,Vista Hermosa
15,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,33,9999,Localidad no especificada
15,34,0,Ecatzingo
15,34,1,Ecatzingo de Hidalgo
15,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,35,0,Huehuetoca
15,35,1,Huehuetoca
15,35,6,El Dorado Huehuetoca
15,35,19,Ex-Hacienda de Xalpa
15,35,27,Santa Teresa
15,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,35,9999,Localidad no especificada
15,36,0,Hueypoxtla
15,36,1,Hueypoxtla
15,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,37,0,Huixquilucan
15,37,1,Huixquilucan de Degollado
15,37,5,Dos Ríos
15,37,9,Jesús del Monte
15,37,13,Magdalena Chichicaspa
15,37,19,San Cristóbal Texcalucan
15,37,21,San Francisco Ayotuzco
15,37,22,San Jacinto
15,37,24,Santa Cruz Ayotuzco
15,37,25,Santiago Yancuitlalpan
15,37,26,Zacamulpa
15,37,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,37,9999,Localidad no especificada
15,38,0,Isidro Fabela
15,38,1,Tlazala de Fabela
15,38,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,39,0,Ixtapaluca
15,39,1,Ixtapaluca
15,39,3,San Buenaventura
15,39,12,San Francisco Acuautla
15,39,161,Tierra de Uso Común Ejidales de Ayotla
15,39,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,39,9999,Localidad no especificada
15,40,0,Ixtapan de la Sal
15,40,1,Ixtapan de la Sal
15,40,13,El Salitre
15,40,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,40,9999,Localidad no especificada
15,41,0,Ixtapan del Oro
15,41,1,Ixtapan del Oro
15,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,42,0,Ixtlahuaca
15,42,1,Ixtlahuaca de Rayón
15,42,2,La Concepción de los Baños
15,42,8,San Joaquín el Junco
15,42,16,San Bartolo del Llano
15,42,17,San Cristóbal de los Baños
15,42,20,San Ildefonso
15,42,22,San Jerónimo Ixtapantongo
15,42,23,San Joaquín la Cabecera
15,42,24,San Juan de las Manzanas
15,42,25,San Lorenzo Toxico
15,42,29,San Pedro la Cabecera
15,42,30,San Pedro de los Baños
15,42,31,Santa Ana Ixtlahuaca (Santa Ana Ixtlahuacingo)
15,42,33,Santa María del Llano
15,42,35,Santo Domingo de Guzmán
15,42,71,Barrio de San Pedro
15,42,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,43,0,Xalatlaco
15,43,1,Xalatlaco
15,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,44,0,Jaltenco
15,44,1,Jaltenco
15,44,20,Alborada Jaltenco
15,45,0,Jilotepec
15,45,1,Jilotepec de Molina Enríquez
15,45,7,Canalejas
15,45,11,Dedeni Dolores
15,45,15,El Durazno de Cuauhtémoc
15,45,16,Las Huertas
15,45,19,Las Manzanas
15,45,25,San Lorenzo Octeyuco
15,45,27,San Miguel de la Victoria
15,45,28,San Pablo Huantepec
15,45,161,Ejido de Coscomate del Progreso
15,45,163,Octeyuco 2000
15,45,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,45,9999,Localidad no especificada
15,46,0,Jilotzingo
15,46,1,Santa Ana Jilotzingo
15,46,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,47,0,Jiquipilco
15,47,1,Jiquipilco
15,47,20,San Felipe y Santiago
15,47,22,San José del Sitio
15,47,25,Primera Manzana de Santa Cruz Tepexpan
15,47,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,47,9999,Localidad no especificada
15,48,0,Jocotitlán
15,48,1,Ciudad de Jocotitlán
15,48,8,Los Reyes
15,48,10,San Francisco Cheje
15,48,12,San Juan Coajomulco
15,48,13,San Miguel Tenochtitlán
15,48,17,Santiago Casandeje
15,48,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,49,0,Joquicingo
15,49,1,Joquicingo de León Guzmán
15,49,5,Techuchulco de Allende
15,49,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,50,0,Juchitepec
15,50,1,Juchitepec de Mariano Rivapalacio
15,50,2,San Matías Cuijingo
15,50,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,51,0,Lerma
15,51,1,Lerma de Villada
15,51,7,Colonia Álvaro Obregón Tlalmimilolpan
15,51,18,San José el Llanito
15,51,20,San Mateo Atarasquillo
15,51,21,San Miguel Ameyalco
15,51,22,San Nicolás Peralta
15,51,23,San Pedro Huitzizilapan
15,51,24,San Pedro Tultepec
15,51,25,Santa Catarina
15,51,26,Santa María Atarasquillo
15,51,28,Santiago Analco
15,51,30,Colonia Guadalupe Victoria Huitzizilapan
15,51,33,Santa Cruz Chignahuapan
15,51,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,51,9999,Localidad no especificada
15,52,0,Malinalco
15,52,1,Malinalco
15,52,24,San Simón el Alto
15,52,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,53,0,Melchor Ocampo
15,53,1,Melchor Ocampo
15,53,28,Visitación
15,53,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,54,0,Metepec
15,54,1,Metepec
15,54,34,San Francisco Coaxusco
15,54,35,San Gaspar Tlahuelilpan
15,54,37,San Jerónimo Chicahualco
15,54,47,San Miguel Totocuitlapilco
15,54,49,San Salvador Tizatlalli
15,54,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,54,9999,Localidad no especificada
15,55,0,Mexicaltzingo
15,55,1,San Mateo Mexicaltzingo
15,55,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,55,9999,Localidad no especificada
15,56,0,Morelos
15,56,1,San Bartolo Morelos
15,56,6,San Lorenzo Malacota
15,56,9,Santa Clara de Juárez
15,56,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,56,9999,Localidad no especificada
15,57,0,Naucalpan de Juárez
15,57,1,Naucalpan de Juárez
15,57,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,57,9999,Localidad no especificada
15,58,0,Nezahualcóyotl
15,58,1,Ciudad Nezahualcóyotl
15,58,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,58,9999,Localidad no especificada
15,59,0,Nextlalpan
15,59,1,Santa Ana Nextlalpan
15,59,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,60,0,Nicolás Romero
15,60,1,Ciudad Nicolás Romero
15,60,16,Progreso Industrial
15,60,20,San José el Vidrio
15,60,22,San Miguel Hila
15,60,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,60,9999,Localidad no especificada
15,61,0,Nopaltepec
15,61,1,Nopaltepec
15,61,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,62,0,Ocoyoacac
15,62,1,Ocoyoacac
15,62,14,El Pedregal de Guadalupe Hidalgo
15,62,20,San Jerónimo Acazulco
15,62,22,San Pedro Atlapulco
15,62,23,San Pedro Cholula
15,62,44,Barrio de San Miguel (Posito del Olvido)
15,62,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,63,0,Ocuilan
15,63,1,Ocuilan de Arteaga
15,63,25,Santa Mónica
15,63,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,63,9999,Localidad no especificada
15,64,0,El Oro
15,64,1,El Oro de Hidalgo
15,64,14,La Jordana
15,64,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,64,9999,Localidad no especificada
15,65,0,Otumba
15,65,1,Otumba de Gómez Farías
15,65,3,Belém
15,65,11,Oxtotipac
15,65,14,San Francisco Tlaltica
15,65,16,San Marcos (San Marcos Tlaxuchilco)
15,65,19,Santiago Tolman
15,65,40,Centro de Readaptación Social Otumba
15,65,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,65,9999,Localidad no especificada
15,66,0,Otzoloapan
15,66,1,Otzoloapan
15,66,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,67,0,Otzolotepec
15,67,1,Villa Cuauhtémoc
15,67,2,La Concepción de Hidalgo
15,67,5,Colonia Guadalupe Victoria
15,67,8,Santa Ana Mayorazgo
15,67,9,San Agustín Mimbres
15,67,12,San Mateo Capulhuac
15,67,13,San Mateo Mozoquilpan
15,67,15,Santa María Tetitla
15,67,16,San Isidro las Trojes
15,67,17,Villa Seca (La Providencia Villa Seca)
15,67,30,La Loma de Puente San Pedro
15,67,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,68,0,Ozumba
15,68,1,Ozumba de Alzate
15,68,7,San Mateo Tecalco
15,68,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,69,0,Papalotla
15,69,1,Papalotla
15,70,0,La Paz
15,70,1,Los Reyes Acaquilpan
15,70,5,La Magdalena Atlicpac
15,70,13,Emiliano Zapata
15,70,38,Lomas de San Sebastián
15,70,40,San Isidro
15,70,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,70,9999,Localidad no especificada
15,71,0,Polotitlán
15,71,1,Polotitlán de la Ilustración
15,71,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,72,0,Rayón
15,72,1,Santa María Rayón
15,72,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,73,0,San Antonio la Isla
15,73,1,San Antonio la Isla
15,73,2,Ex-Rancho San Dimas
15,73,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,74,0,San Felipe del Progreso
15,74,1,San Felipe del Progreso
15,74,27,Dolores Hidalgo
15,74,92,San Juan Jalpa Centro
15,74,98,San Nicolás Guadalupe
15,74,104,San Pedro el Alto
15,74,107,Santa Ana Nichi Ejido
15,74,108,Santa Ana Nichi
15,74,125,El Tunal
15,74,126,Ejido del Tunal Nenaxi
15,74,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,74,9999,Localidad no especificada
15,75,0,San Martín de las Pirámides
15,75,1,San Martín de las Pirámides
15,75,7,San Antonio de las Palmas
15,75,9,Santa María Palapa
15,75,10,Santiago Tepetitlán
15,75,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,75,9999,Localidad no especificada
15,76,0,San Mateo Atenco
15,76,1,San Mateo Atenco
15,76,9999,Localidad no especificada
15,77,0,San Simón de Guerrero
15,77,1,San Simón de Guerrero
15,77,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,78,0,Santo Tomás
15,78,1,Santo Tomás de los Plátanos
15,78,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,79,0,Soyaniquilpan de Juárez
15,79,1,San Francisco Soyaniquilpan
15,79,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,79,9999,Localidad no especificada
15,80,0,Sultepec
15,80,1,Sultepec de Pedro Ascencio de Alquisiras
15,80,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,80,9999,Localidad no especificada
15,81,0,Tecámac
15,81,1,Tecámac de Felipe Villanueva
15,81,4,Los Reyes Acozac
15,81,9,San Pablo Tecalco
15,81,12,Santa María Ajoloapan
15,81,19,Ojo de Agua
15,81,25,San Martín Azcatepec
15,81,58,Ampliación San Jerónimo
15,81,81,San Andrés
15,81,95,Ejido San Andrés Ozumbilla
15,81,98,Fraccionamiento Social Progresivo Santo Tomás Chiconautla
15,81,126,Real Granada
15,81,128,Los Héroes San Pablo
15,81,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,81,9999,Localidad no especificada
15,82,0,Tejupilco
15,82,1,Tejupilco de Hidalgo
15,82,22,Bejucos
15,82,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,83,0,Temamatla
15,83,1,Temamatla
15,83,3,Santiago Zula
15,83,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,84,0,Temascalapa
15,84,1,Temascalapa
15,84,4,Ixtlahuaca de Cuauhtémoc
15,84,13,San Juan Teacalco
15,84,14,San Luis Tecuautitlán
15,84,15,San Mateo Teopancala
15,84,16,San Miguel Atlamajac
15,84,17,Santa Ana Tlachihualpa
15,84,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,85,0,Temascalcingo
15,85,1,Temascalcingo de José María Velasco
15,85,24,San Francisco Tepeolulco
15,85,28,San Mateo el Viejo
15,85,31,San Pedro el Alto
15,85,35,Santa María Canchesda
15,85,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,86,0,Temascaltepec
15,86,1,Temascaltepec de González
15,86,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,86,9999,Localidad no especificada
15,87,0,Temoaya
15,87,1,Temoaya
15,87,80,Hacienda las Trojes
15,87,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,87,9999,Localidad no especificada
15,88,0,Tenancingo
15,88,1,Tenancingo de Degollado
15,88,17,El Salitre
15,88,19,San José Tenería (Tenería)
15,88,23,San Simonito
15,88,24,Santa Ana Ixtlahuatzingo (Santa Ana)
15,88,31,Tepetzingo
15,88,34,La Trinidad
15,88,35,San Juan Xochiaca
15,88,36,San Gabriel Zepayautla
15,88,60,Colonia San Ramón
15,88,71,La Ciénega
15,88,73,San José el Cuartel
15,88,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,88,9999,Localidad no especificada
15,89,0,Tenango del Aire
15,89,1,Tenango del Aire
15,89,2,San Juan Coxtocan
15,89,4,Santiago Tepopula
15,89,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,90,0,Tenango del Valle
15,90,1,Tenango de Arista
15,90,6,San Bartolomé Atlatlahuca
15,90,29,San Francisco Tetetla
15,90,35,San Miguel Balderas
15,90,37,San Pedro Zictepec
15,90,38,Santa María Jajalpa
15,90,39,Santiaguito Cuaxustenco
15,90,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,90,9999,Localidad no especificada
15,91,0,Teoloyucan
15,91,1,Teoloyucan
15,91,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,92,0,Teotihuacán
15,92,1,Teotihuacán de Arista
15,92,13,San Francisco Mazapa
15,92,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,92,9999,Localidad no especificada
15,93,0,Tepetlaoxtoc
15,93,1,Tepetlaoxtoc de Hidalgo
15,93,3,Concepción Jolalpan
15,93,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,94,0,Tepetlixpa
15,94,1,Tepetlixpa
15,94,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,95,0,Tepotzotlán
15,95,1,Tepotzotlán
15,95,26,Santiago Cuautlalpan
15,95,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,96,0,Tequixquiac
15,96,1,Tequixquiac
15,96,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,96,9999,Localidad no especificada
15,97,0,Texcaltitlán
15,97,1,Texcaltitlán
15,97,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,98,0,Texcalyacac
15,98,1,San Mateo Texcalyacac
15,99,0,Texcoco
15,99,1,Texcoco de Mora
15,99,7,San Luis Huexotla
15,99,8,La Magdalena Panoaya
15,99,12,Montecillo
15,99,14,Colonia Nezahualcóyotl (Boyeros)
15,99,20,San Bernardino
15,99,21,San Diego
15,99,26,San José Texopa
15,99,27,San Juan Tezontla
15,99,29,San Miguel Coatlinchán
